Clave,Fecha,Casos positivos
05-184,200829,7
05-184,200830,9
05-184,200831,7
05-184,200901,8
05-184,200902,9
05-184,200903,11
05-184,200904,15
05-184,200905,12
05-184,200906,12
05-184,200907,9
05-184,200908,8
05-184,200909,8
05-184,200910,7
05-184,200929,8
05-184,200930,7
05-184,201001,6
05-184,201002,6
05-184,201003,6
05-184,201006,6
05-184,201007,6
05-184,201008,7
05-184,201031,13
05-184,201101,10
05-184,201102,10
05-184,201103,10
05-184,201104,9
05-184,201105,9
05-184,201106,8
05-184,201107,7
05-184,201108,6
05-184,201205,13
05-184,201206,9
05-184,201207,10
05-184,201208,12
05-184,201209,11
05-184,201210,12
05-184,201211,18
05-184,201212,20
05-184,201214,18
05-184,201215,18
05-184,201216,17
05-184,201217,13
05-184,201218,13
05-184,201219,18
05-184,201220,16
05-184,201221,17
05-184,201222,18
05-184,201223,16
05-184,201224,17
05-184,201225,16
05-184,201226,16
05-184,201227,16
05-184,201228,13
05-184,201229,13
05-184,201230,12
05-184,201231,9
05-184,210101,8
05-208,200723,6
05-208,200724,9
05-208,200727,7
05-208,200728,9
05-208,200730,10
05-208,200731,10
05-208,200801,9
05-208,200802,8
05-208,200803,6
05-208,200820,8
05-208,200821,6
05-208,200822,6
05-208,200826,7
05-208,200827,7
05-208,200828,6
05-208,200829,6
05-208,201013,6
05-208,201028,6
05-208,201029,7
05-208,201030,8
05-208,201031,6
05-208,201101,6
05-208,201102,6
05-208,201205,12
05-208,201206,11
05-208,201207,14
05-208,201208,16
05-208,201209,16
05-208,201210,18
05-208,201211,17
05-208,201212,18
05-208,201214,16
05-208,201215,17
05-208,201216,18
05-208,201217,16
05-208,201218,13
05-208,201219,12
05-208,201220,15
05-208,201221,16
05-208,201222,16
05-208,201223,15
05-208,201224,15
05-208,201225,16
05-208,201226,17
05-208,201227,15
05-208,201228,15
05-208,201229,14
05-208,201230,14
05-208,201231,10
05-208,210101,8
05-208,210102,9
05-208,210103,7
05-216,200718,6
05-216,200719,6
05-216,200720,6
05-216,200721,8
05-216,200722,7
05-216,200723,6
05-216,200724,6
05-216,200726,6
05-216,200727,6
05-216,200728,7
05-216,200730,8
05-216,200731,8
05-216,200803,6
05-216,200823,6
05-216,200825,10
05-216,200826,10
05-216,200827,13
05-216,200828,11
05-216,200829,12
05-216,200830,11
05-216,200831,11
05-216,200901,11
05-216,200902,10
05-216,200903,7
05-216,200904,6
05-216,200909,6
05-216,200912,8
05-216,200913,6
05-216,200914,6
05-216,200915,8
05-216,200916,8
05-216,200917,8
05-216,200918,7
05-216,200919,8
05-216,200920,8
05-216,200930,8
05-216,201001,16
05-216,201002,17
05-216,201003,18
05-216,201004,18
05-216,201005,21
05-216,201006,20
05-216,201007,18
05-216,201008,20
05-216,201009,20
05-216,201010,20
05-216,201011,16
05-216,201012,15
05-216,201013,17
05-216,201014,16
05-216,201015,13
05-216,201016,17
05-216,201017,15
05-216,201018,13
05-216,201019,15
05-216,201020,17
05-216,201021,17
05-216,201022,14
05-216,201023,11
05-216,201024,13
05-216,201025,9
05-216,201026,8
05-216,201027,8
05-216,201028,13
05-216,201029,16
05-216,201030,17
05-216,201031,20
05-216,201101,19
05-216,201102,18
05-216,201103,18
05-216,201104,18
05-216,201105,14
05-216,201106,9
05-216,201107,7
05-216,201108,6
05-216,201115,6
05-216,201116,6
05-216,201125,7
05-216,201126,6
05-216,201127,7
05-216,201128,12
05-216,201129,11
05-216,201130,11
05-216,201201,19
05-216,201202,21
05-216,201203,20
05-216,201205,67
05-216,201206,40
05-216,201207,39
05-216,201208,44
05-216,201209,42
05-216,201210,43
05-216,201211,51
05-216,201212,51
05-216,201214,47
05-216,201215,51
05-216,201216,50
05-216,201217,52
05-216,201218,47
05-216,201219,60
05-216,201220,54
05-216,201221,49
05-216,201222,53
05-216,201223,53
05-216,201224,47
05-216,201225,48
05-216,201226,51
05-216,201227,53
05-216,201228,52
05-216,201229,59
05-216,201230,52
05-216,201231,52
05-216,210101,46
05-216,210102,41
05-216,210103,52
05-224,200710,7
05-224,200711,6
05-224,200712,6
05-224,200713,6
05-224,200714,6
05-224,200720,7
05-224,200821,6
05-224,200822,6
05-224,200823,6
05-224,201005,6
05-224,201007,6
05-224,201008,6
05-224,201009,7
05-224,201010,8
05-224,201011,6
05-224,201016,6
05-224,201017,6
05-224,201018,6
05-224,201019,7
05-224,201020,8
05-224,201021,8
05-224,201022,8
05-224,201023,8
05-224,201024,8
05-224,201025,6
05-224,201026,6
05-224,201028,6
05-224,201029,6
05-224,201031,7
05-224,201101,6
05-224,201102,6
05-224,201123,6
05-224,201125,17
05-224,201126,7
05-224,201127,7
05-224,201128,7
05-224,201129,7
05-224,201130,7
05-224,201201,10
05-224,201202,7
05-224,201203,6
05-224,201205,15
05-224,201206,6
05-224,201207,6
05-224,201208,6
05-224,201209,8
05-224,201210,9
05-224,201211,10
05-224,201212,11
05-224,201214,14
05-224,201215,20
05-224,201216,20
05-224,201217,21
05-224,201218,22
05-224,201219,21
05-224,201220,17
05-224,201221,17
05-224,201222,20
05-224,201223,16
05-224,201224,18
05-224,201225,18
05-224,201226,19
05-224,201227,12
05-224,201228,9
05-224,201229,10
05-224,201230,8
05-224,201231,9
05-225,200704,6
05-225,200705,7
05-225,200706,6
05-225,200707,7
05-225,200708,7
05-225,200709,7
05-225,200710,8
05-225,200711,6
05-225,200730,6
05-225,200807,6
05-225,200916,6
05-225,200923,9
05-225,200924,11
05-225,200925,9
05-225,200926,8
05-225,200927,6
05-225,200928,6
05-225,200929,6
05-225,200930,6
05-225,201001,6
05-225,201002,6
05-225,201003,7
05-225,201004,7
05-225,201005,6
05-225,201006,6
05-225,201008,6
05-225,201009,7
05-225,201010,7
05-225,201011,7
05-225,201012,6
05-225,201013,6
05-225,201014,7
05-225,201015,6
05-225,201016,7
05-225,201017,6
05-225,201019,6
05-225,201021,6
05-225,201022,8
05-225,201023,9
05-225,201024,11
05-225,201025,12
05-225,201026,11
05-225,201027,9
05-225,201028,8
05-225,201029,8
05-225,201030,8
05-225,201031,7
05-225,201101,7
05-225,201105,6
05-225,201106,6
05-225,201107,6
05-225,201125,13
05-225,201126,9
05-225,201127,9
05-225,201128,8
05-225,201129,8
05-225,201130,9
05-225,201201,9
05-225,201202,11
05-225,201203,11
05-225,201205,18
05-225,201206,8
05-225,201207,8
05-225,201208,9
05-225,201209,14
05-225,201210,19
05-225,201211,20
05-225,201212,25
05-225,201214,28
05-225,201215,25
05-225,201216,24
05-225,201217,20
05-225,201218,24
05-225,201219,26
05-225,201220,22
05-225,201221,18
05-225,201222,26
05-225,201223,25
05-225,201224,25
05-225,201225,29
05-225,201226,26
05-225,201227,29
05-225,201228,25
05-225,201229,24
05-225,201230,23
05-225,201231,24
05-225,210101,19
05-225,210102,18
05-225,210103,15
05-229,200701,6
05-229,200702,7
05-229,200703,10
05-229,200704,13
05-229,200705,12
05-229,200706,9
05-229,200707,7
05-229,200708,8
05-229,200709,9
05-229,200710,11
05-229,200711,12
05-229,200712,10
05-229,200713,9
05-229,200714,7
05-229,200715,7
05-229,200716,8
05-229,200717,8
05-229,200718,9
05-229,200719,8
05-229,200720,17
05-229,200721,16
05-229,200722,17
05-229,200723,16
05-229,200724,22
05-229,200726,21
05-229,200727,27
05-229,200728,27
05-229,200729,25
05-229,200730,24
05-229,200731,20
05-229,200801,21
05-229,200802,19
05-229,200803,22
05-229,200804,16
05-229,200805,16
05-229,200806,16
05-229,200807,16
05-229,200808,14
05-229,200809,14
05-229,200810,13
05-229,200811,12
05-229,200812,6
05-229,200813,8
05-229,200814,8
05-229,200815,8
05-229,200816,7
05-229,200904,6
05-229,200905,6
05-229,200907,7
05-229,200908,7
05-229,200909,7
05-229,200910,8
05-229,200911,8
05-229,200912,8
05-229,200913,7
05-229,200914,6
05-229,200916,11
05-229,200917,10
05-229,200918,8
05-229,200919,8
05-229,200920,7
05-229,200921,7
05-229,200922,7
05-229,200923,7
05-229,200924,7
05-229,200926,6
05-229,200927,7
05-229,200928,13
05-229,200929,14
05-229,200930,14
05-229,201001,14
05-229,201002,13
05-229,201003,12
05-229,201004,11
05-229,201005,9
05-229,201006,8
05-229,201011,6
05-229,201012,8
05-229,201013,8
05-229,201014,7
05-229,201015,8
05-229,201016,8
05-229,201017,6
05-229,201018,6
05-229,201019,10
05-229,201020,14
05-229,201021,14
05-229,201022,13
05-229,201023,14
05-229,201024,12
05-229,201025,11
05-229,201026,12
05-229,201027,10
05-229,201028,9
05-229,201029,11
05-229,201030,8
05-229,201031,9
05-229,201101,7
05-229,201102,6
05-229,201108,10
05-229,201109,7
05-229,201112,6
05-229,201203,8
05-229,201205,19
05-229,201206,8
05-229,201207,8
05-229,201208,14
05-229,201209,17
05-229,201210,24
05-229,201211,31
05-229,201212,32
05-229,201214,34
05-229,201215,34
05-229,201216,31
05-229,201217,30
05-229,201218,30
05-229,201219,32
05-229,201220,30
05-229,201221,31
05-229,201222,36
05-229,201223,29
05-229,201224,29
05-229,201225,32
05-229,201226,26
05-229,201227,23
05-229,201228,22
05-229,201229,20
05-229,201230,21
05-229,201231,21
05-229,210101,24
05-229,210102,24
05-229,210103,20
05-231,200704,6
05-231,200705,7
05-231,200706,6
05-231,200707,6
05-231,200709,6
05-231,200710,7
05-231,200723,6
05-231,200724,7
05-231,200726,6
05-231,200727,8
05-231,200728,13
05-231,200729,12
05-231,200730,11
05-231,200731,10
05-231,200801,9
05-231,200802,8
05-231,200803,8
05-231,200804,8
05-231,200805,12
05-231,200806,10
05-231,200807,13
05-231,200808,11
05-231,200809,10
05-231,200810,10
05-231,200811,11
05-231,200812,14
05-231,200813,16
05-231,200814,14
05-231,200815,12
05-231,200816,11
05-231,200817,12
05-231,200818,13
05-231,200819,15
05-231,200820,18
05-231,200821,21
05-231,200822,18
05-231,200823,11
05-231,200824,9
05-231,200825,9
05-231,200826,8
05-231,200827,7
05-231,200828,6
05-231,200831,6
05-231,200901,6
05-231,200902,6
05-231,200903,7
05-231,200904,8
05-231,200905,6
05-231,200907,8
05-231,200908,8
05-231,200912,6
05-231,200913,7
05-231,200914,6
05-231,200919,8
05-231,200920,8
05-231,200921,6
05-231,200922,6
05-231,200923,10
05-231,200924,10
05-231,200925,10
05-231,200926,9
05-231,200927,9
05-231,200928,10
05-231,200929,10
05-231,200930,7
05-231,201001,6
05-231,201005,7
05-231,201006,8
05-231,201007,11
05-231,201008,12
05-231,201009,13
05-231,201010,11
05-231,201011,10
05-231,201012,13
05-231,201013,12
05-231,201014,11
05-231,201015,11
05-231,201016,9
05-231,201017,7
05-231,201018,7
05-231,201019,9
05-231,201020,13
05-231,201021,16
05-231,201022,15
05-231,201023,15
05-231,201024,16
05-231,201025,15
05-231,201026,10
05-231,201027,6
05-231,201028,6
05-231,201029,8
05-231,201030,6
05-231,201031,9
05-231,201101,8
05-231,201102,7
05-231,201103,8
05-231,201104,8
05-231,201105,6
05-231,201106,6
05-231,201125,10
05-231,201126,6
05-231,201128,6
05-231,201130,6
05-231,201201,10
05-231,201202,12
05-231,201203,14
05-231,201205,41
05-231,201206,22
05-231,201207,19
05-231,201208,22
05-231,201209,23
05-231,201210,26
05-231,201211,31
05-231,201212,34
05-231,201214,38
05-231,201215,34
05-231,201216,31
05-231,201217,30
05-231,201218,37
05-231,201219,44
05-231,201220,41
05-231,201221,37
05-231,201222,40
05-231,201223,41
05-231,201224,45
05-231,201225,41
05-231,201226,35
05-231,201227,33
05-231,201228,30
05-231,201229,29
05-231,201230,37
05-231,201231,41
05-231,210101,42
05-231,210102,37
05-231,210103,36
05-238,200721,6
05-238,200722,7
05-238,200724,6
05-238,200728,6
05-238,200729,6
05-238,200730,6
05-238,200731,6
05-238,200807,8
05-238,200808,8
05-238,200809,10
05-238,200810,9
05-238,200811,6
05-238,200812,6
05-238,200813,6
05-238,200814,6
05-238,200815,6
05-238,200820,6
05-238,200821,6
05-238,200822,10
05-238,200823,13
05-238,200824,12
05-238,200825,12
05-238,200826,11
05-238,200827,12
05-238,200828,11
05-238,200829,12
05-238,200830,14
05-238,200831,14
05-238,200901,12
05-238,200902,9
05-238,200903,9
05-238,200904,10
05-238,200905,8
05-238,200906,6
05-238,200907,9
05-238,200908,9
05-238,200909,10
05-238,200910,10
05-238,200911,10
05-238,200912,10
05-238,200913,10
05-238,200914,9
05-238,200915,11
05-238,200916,10
05-238,200917,9
05-238,200918,8
05-238,200919,8
05-238,200922,6
05-238,200923,11
05-238,200924,12
05-238,200925,10
05-238,200926,8
05-238,200927,8
05-238,200928,9
05-238,200929,9
05-238,200930,10
05-238,201001,11
05-238,201002,12
05-238,201003,13
05-238,201004,12
05-238,201005,12
05-238,201006,12
05-238,201007,13
05-238,201008,13
05-238,201009,10
05-238,201010,10
05-238,201011,10
05-238,201012,11
05-238,201013,11
05-238,201014,9
05-238,201015,8
05-238,201020,9
05-238,201021,8
05-238,201022,9
05-238,201023,13
05-238,201024,12
05-238,201025,12
05-238,201026,12
05-238,201027,11
05-238,201028,12
05-238,201029,11
05-238,201030,11
05-238,201031,12
05-238,201101,10
05-238,201102,9
05-238,201103,8
05-238,201104,8
05-238,201202,7
05-238,201203,8
05-238,201205,26
05-238,201206,16
05-238,201207,18
05-238,201208,23
05-238,201209,33
05-238,201210,41
05-238,201211,50
05-238,201212,52
05-238,201214,48
05-238,201215,49
05-238,201216,45
05-238,201217,46
05-238,201218,45
05-238,201219,44
05-238,201220,44
05-238,201221,43
05-238,201222,40
05-238,201223,39
05-238,201224,35
05-238,201225,34
05-238,201226,29
05-238,201227,26
05-238,201228,25
05-238,201229,25
05-238,201230,25
05-238,201231,26
05-238,210101,26
05-238,210102,24
05-238,210103,28
05-241,200731,6
05-241,200801,7
05-241,200802,6
05-241,200803,7
05-241,200805,6
05-241,200806,8
05-241,200807,8
05-241,200808,7
05-241,200809,7
05-241,200810,7
05-241,200811,6
05-241,200812,6
05-241,200815,6
05-241,200818,6
05-241,200819,7
05-241,200820,8
05-241,200821,7
05-241,200822,6
05-241,200823,6
05-241,200824,6
05-241,200828,7
05-241,200829,9
05-241,200830,7
05-241,200831,7
05-241,200901,7
05-241,200902,14
05-241,200903,14
05-241,200904,10
05-241,200905,7
05-241,200906,7
05-241,200907,7
05-241,200909,8
05-241,200910,8
05-241,200911,7
05-241,200912,8
05-241,200913,7
05-241,200914,6
05-241,200915,6
05-241,200916,7
05-241,200917,6
05-241,200918,6
05-241,200920,6
05-241,200921,7
05-241,200922,8
05-241,200924,9
05-241,200925,7
05-241,200926,6
05-241,200927,8
05-241,200930,6
05-241,201001,8
05-241,201002,9
05-241,201003,15
05-241,201004,16
05-241,201005,16
05-241,201006,16
05-241,201007,16
05-241,201008,14
05-241,201009,13
05-241,201010,10
05-241,201011,10
05-241,201012,6
05-241,201013,7
05-241,201014,7
05-241,201016,11
05-241,201017,8
05-241,201018,8
05-241,201019,9
05-241,201020,9
05-241,201021,7
05-241,201022,6
05-241,201023,6
05-241,201025,7
05-241,201026,8
05-241,201027,8
05-241,201028,8
05-241,201029,7
05-241,201030,11
05-241,201031,7
05-241,201101,7
05-241,201102,6
05-241,201103,6
05-241,201128,7
05-241,201129,9
05-241,201130,10
05-241,201201,16
05-241,201202,17
05-241,201203,17
05-241,201205,37
05-241,201206,20
05-241,201207,19
05-241,201208,22
05-241,201209,22
05-241,201210,25
05-241,201211,27
05-241,201212,25
05-241,201214,21
05-241,201215,27
05-241,201216,32
05-241,201217,34
05-241,201218,33
05-241,201219,34
05-241,201220,30
05-241,201221,29
05-241,201222,33
05-241,201223,31
05-241,201224,31
05-241,201225,34
05-241,201226,30
05-241,201227,30
05-241,201228,28
05-241,201229,29
05-241,201230,25
05-241,201231,20
05-241,210101,20
05-241,210102,18
05-241,210103,17
05-244,200726,6
05-244,200727,6
05-244,200728,6
05-244,200729,6
05-244,200730,7
05-244,200731,6
05-244,200803,6
05-244,201020,6
05-244,201125,9
05-244,201201,7
05-244,201202,7
05-244,201203,8
05-244,201205,19
05-244,201206,10
05-244,201207,10
05-244,201208,12
05-244,201209,11
05-244,201210,10
05-244,201211,10
05-244,201212,12
05-244,201214,12
05-244,201215,15
05-244,201216,13
05-244,201217,14
05-244,201218,18
05-244,201219,15
05-244,201220,16
05-244,201221,15
05-244,201222,21
05-244,201223,26
05-244,201224,27
05-244,201225,30
05-244,201226,31
05-244,201227,29
05-244,201228,27
05-244,201229,25
05-244,201230,23
05-244,201231,24
05-244,210101,23
05-244,210102,22
05-244,210103,21
05-246,200629,9
05-246,200630,9
05-246,200701,9
05-246,200702,9
05-246,200703,13
05-246,200704,12
05-246,200705,10
05-246,200711,7
05-246,200712,6
05-246,200713,6
05-246,200714,6
05-246,200715,6
05-246,200716,8
05-246,200717,9
05-246,200718,8
05-246,200719,8
05-246,200720,7
05-246,200721,6
05-246,200730,6
05-246,200731,6
05-246,200803,8
05-246,200804,6
05-246,200815,8
05-246,200816,8
05-246,200817,9
05-246,200818,8
05-246,200819,7
05-246,200820,8
05-246,200821,12
05-246,200822,13
05-246,200823,13
05-246,200824,12
05-246,200825,14
05-246,200826,13
05-246,200827,12
05-246,200828,10
05-246,200829,12
05-246,200830,10
05-246,200831,11
05-246,200901,9
05-246,200902,11
05-246,200903,10
05-246,200904,13
05-246,200905,10
05-246,200906,7
05-246,200918,6
05-246,200919,7
05-246,200920,6
05-246,200921,6
05-246,201001,6
05-246,201002,6
05-246,201003,7
05-246,201004,6
05-246,201005,8
05-246,201006,7
05-246,201007,6
05-246,201008,7
05-246,201009,7
05-246,201017,6
05-246,201018,7
05-246,201019,9
05-246,201020,12
05-246,201021,11
05-246,201022,9
05-246,201023,8
05-246,201024,8
05-246,201025,10
05-246,201026,8
05-246,201027,8
05-246,201028,8
05-246,201029,11
05-246,201030,10
05-246,201031,9
05-246,201101,8
05-246,201102,8
05-246,201103,8
05-246,201104,7
05-246,201105,7
05-246,201127,7
05-246,201128,9
05-246,201129,12
05-246,201130,11
05-246,201201,17
05-246,201202,23
05-246,201203,25
05-246,201205,63
